Customer_ID,Service_Name,Service_Type,Purchase_Date,Number_of_Classes_Purchased,Price_Per_Class,Total_Price,Price_After_Discount,Month
12,Core Strengthening,1:1 coaching,12/3/2022,15,36.83191563,552.4787345,446.7929298,12
12,Yoga Basics,1:1 coaching,7/17/2023,5,26.34059305,131.7029653,131.7029653,7
12,Pilates,personal training,6/25/2023,15,40.84873599,612.7310398,612.7310398,6
12,HIIT Workouts,1:1 coaching,11/14/2022,15,30.21247163,453.1870744,395.7621195,11
13,Core Strengthening,personal training,6/25/2023,5,32.4780906,162.390453,162.390453,6
14,Yoga Basics,1:1 coaching,4/12/2023,5,26.8630377,134.3151885,107.7533246,4
14,HIIT Workouts,1:1 coaching,10/12/2022,5,32.93606505,164.6803253,164.6803253,10
14,Yoga Basics,1:1 coaching,12/14/2022,10,26.44596875,264.4596875,264.4596875,12
14,Stress Relief Meditation,1:1 coaching,8/12/2023,10,25.64274384,256.4274384,256.4274384,8
14,Advanced Yoga,1:1 coaching,5/3/2023,5,35.05829419,175.2914709,160.3632757,5
15,Cardio Blast,1:1 coaching,7/3/2023,5,41.26558079,206.327904,206.327904,7
16,Wellness Coaching,1:1 coaching,10/8/2022,15,40.99339371,614.9009057,584.1558604,10
16,Stress Relief Meditation,1:1 coaching,5/7/2023,5,41.08070985,205.4035492,195.1333718,5
16,Wellness Coaching,personal training,2/15/2023,15,38.02515267,570.3772901,541.8584256,2
16,Wellness Coaching,1:1 coaching,7/25/2023,15,48.31404798,724.7107197,688.4751837,7
16,Strength Training,personal training,4/17/2023,10,40.039109,400.39109,380.3715355,4
16,Pilates,1:1 coaching,5/27/2023,5,37.40208509,187.0104254,177.6599042,5
16,Wellness Coaching,personal training,7/27/2023,5,45.73360819,228.668041,178.0776355,7
16,HIIT Workouts,personal training,7/29/2023,10,42.60290884,426.0290884,404.727634,7
16,Core Strengthening,1:1 coaching,4/5/2023,10,30.13376434,301.3376434,286.2707612,4
18,Mobility Drills,1:1 coaching,2/4/2023,10,31.19570325,311.9570325,311.9570325,2
18,Strength Training,1:1 coaching,5/13/2023,15,31.86246781,477.9370172,477.9370172,5
18,Wellness Coaching,1:1 coaching,12/14/2022,10,34.37178904,343.7178904,343.7178904,12
18,Stress Relief Meditation,personal training,2/7/2023,10,32.55301078,325.5301078,325.5301078,2
18,Core Strengthening,1:1 coaching,6/11/2023,5,39.1398045,195.6990225,182.5380644,6
18,Wellness Coaching,1:1 coaching,10/30/2022,15,33.13238018,496.9857028,496.9857028,10
19,Yoga Basics,personal training,3/7/2023,5,35.60538395,178.0269198,149.1109997,3
19,Core Strengthening,personal training,7/18/2023,5,48.32018114,241.6009057,202.7173512,7
19,HIIT Workouts,personal training,9/23/2022,5,42.35947276,211.7973638,211.7973638,9
19,Core Strengthening,personal training,8/22/2023,15,29.65817189,444.8725784,444.8725784,8
20,Advanced Yoga,1:1 coaching,12/25/2022,15,38.44568216,576.6852324,576.6852324,12
20,Advanced Yoga,1:1 coaching,8/8/2023,10,33.61770552,336.1770552,336.1770552,8
20,Cardio Blast,personal training,3/27/2023,5,35.98631061,179.9315531,179.9315531,3
20,Yoga Basics,personal training,3/8/2023,10,34.25872608,342.5872608,342.5872608,3
20,Advanced Yoga,personal training,4/29/2023,5,40.80099055,204.0049528,204.0049528,4
20,Cardio Blast,1:1 coaching,3/13/2023,5,42.45461419,212.273071,191.5397674,3
20,Pilates,personal training,9/9/2022,5,33.74605588,168.7302794,168.7302794,9
20,Core Strengthening,1:1 coaching,5/30/2023,15,35.17967414,527.6951121,527.6951121,5
20,Strength Training,personal training,7/8/2023,10,24.94402571,249.4402571,249.4402571,7
20,Mobility Drills,1:1 coaching,12/12/2022,5,43.4247976,217.123988,217.123988,12
21,Pilates,personal training,12/17/2022,10,37.42406518,374.2406518,374.2406518,12
22,Strength Training,1:1 coaching,5/24/2023,10,32.40230999,324.0230999,324.0230999,5
22,HIIT Workouts,1:1 coaching,7/5/2023,5,34.83461916,174.1730958,162.6218935,7
22,Wellness Coaching,personal training,4/8/2023,5,44.43783589,222.1891794,222.1891794,4
22,Yoga Basics,personal training,6/5/2023,5,28.67334237,143.3667118,114.2373206,6
23,Cardio Blast,personal training,3/12/2023,15,37.72698401,565.9047601,485.2736052,3
23,Strength Training,personal training,1/13/2023,5,36.20579099,181.028955,181.028955,1
23,Core Strengthening,personal training,10/10/2022,15,47.62836204,714.4254306,714.4254306,10
24,Advanced Yoga,1:1 coaching,6/9/2023,5,31.56390201,157.81951,157.81951,6
24,Core Strengthening,personal training,4/14/2023,15,42.56365276,638.4547914,638.4547914,4
24,Wellness Coaching,personal training,11/5/2022,5,47.38332156,236.9166078,236.9166078,11
24,Core Strengthening,personal training,12/5/2022,5,29.20195853,146.0097926,113.4961342,12
24,Strength Training,1:1 coaching,4/9/2023,15,39.75288871,596.2933307,596.2933307,4
24,Advanced Yoga,1:1 coaching,3/23/2023,15,24.4601675,366.9025125,307.062172,3
24,Mobility Drills,personal training,12/30/2022,10,40.56533627,405.6533627,405.6533627,12
24,Yoga Basics,1:1 coaching,2/19/2023,5,22.18355778,110.9177889,110.9177889,2
24,Core Strengthening,1:1 coaching,6/2/2023,5,43.84571191,219.2285595,167.1859034,6
24,Yoga Basics,personal training,12/25/2022,15,41.75409486,626.3114229,626.3114229,12
25,Core Strengthening,personal training,9/10/2022,10,38.38307948,383.8307948,383.8307948,9
25,Pilates,1:1 coaching,7/2/2023,10,31.59521953,315.9521953,315.9521953,7
25,Mobility Drills,1:1 coaching,10/9/2022,15,35.41099903,531.1649855,531.1649855,10
25,Wellness Coaching,personal training,4/7/2023,10,31.21689923,312.1689923,312.1689923,4
25,Pilates,personal training,4/21/2023,15,33.74636128,506.1954192,381.4778654,4
25,Stress Relief Meditation,1:1 coaching,7/9/2023,15,29.90064646,448.509697,448.509697,7
25,Core Strengthening,1:1 coaching,3/18/2023,10,43.13250302,431.3250302,431.3250302,3
25,Strength Training,1:1 coaching,5/3/2023,10,34.21898382,342.1898382,342.1898382,5
27,Core Strengthening,personal training,4/7/2023,10,34.50456793,345.0456793,345.0456793,4
27,Stress Relief Meditation,personal training,10/14/2022,10,27.07163386,270.7163386,217.809838,10
27,Yoga Basics,1:1 coaching,4/7/2023,15,22.7481187,341.2217805,294.1275243,4
27,HIIT Workouts,1:1 coaching,12/25/2022,15,45.4329453,681.4941795,681.4941795,12
27,Core Strengthening,personal training,5/13/2023,15,30.08343744,451.2515616,346.0053615,5
27,Pilates,personal training,5/26/2023,10,31.76148116,317.6148116,317.6148116,5
30,Advanced Yoga,1:1 coaching,12/30/2022,5,30.4409099,152.2045495,152.2045495,12
30,Mobility Drills,1:1 coaching,10/26/2022,5,39.21254551,196.0627275,196.0627275,10
30,Yoga Basics,personal training,12/27/2022,15,27.18221308,407.7331962,407.7331962,12
30,Wellness Coaching,1:1 coaching,6/5/2023,15,47.45448039,711.8172059,711.8172059,6
30,Wellness Coaching,1:1 coaching,7/28/2023,10,34.36345881,343.6345881,343.6345881,7
30,Pilates,1:1 coaching,10/8/2022,10,31.78999484,317.8999484,317.8999484,10
30,Yoga Basics,1:1 coaching,3/6/2023,5,31.7159334,158.579667,158.579667,3
31,Core Strengthening,1:1 coaching,3/16/2023,10,32.78460786,327.8460786,327.8460786,3
31,Cardio Blast,1:1 coaching,7/27/2023,5,29.83813423,149.1906711,149.1906711,7
31,Yoga Basics,1:1 coaching,9/10/2022,10,35.07685957,350.7685957,350.7685957,9
31,Pilates,1:1 coaching,11/26/2022,15,33.68889453,505.333418,505.333418,11
31,Advanced Yoga,1:1 coaching,6/13/2023,15,31.70392035,475.5588053,475.5588053,6
31,Core Strengthening,personal training,10/14/2022,15,47.31879766,709.781965,709.781965,10
32,Pilates,1:1 coaching,4/17/2023,15,29.00930212,435.1395318,413.3825552,4
32,Yoga Basics,1:1 coaching,5/13/2023,15,41.11429205,616.7143808,585.8786617,5
32,Advanced Yoga,personal training,3/5/2023,5,31.06235527,155.3117763,147.5461875,3
33,Stress Relief Meditation,1:1 coaching,2/18/2023,5,31.33854031,156.6927016,156.6927016,2
33,Cardio Blast,personal training,7/21/2023,5,26.12128139,130.6064069,130.6064069,7
33,Core Strengthening,1:1 coaching,6/26/2023,10,30.02305644,300.2305644,300.2305644,6
33,Pilates,personal training,10/4/2022,5,45.24636703,226.2318351,226.2318351,10
33,Stress Relief Meditation,personal training,1/22/2023,15,40.99323225,614.8984837,614.8984837,1
33,Yoga Basics,1:1 coaching,7/12/2023,10,38.62953665,386.2953665,386.2953665,7
33,Yoga Basics,1:1 coaching,1/19/2023,15,30.6127877,459.1918155,459.1918155,1
33,Yoga Basics,personal training,6/4/2023,5,23.04505793,115.2252897,115.2252897,6
33,Core Strengthening,1:1 coaching,4/24/2023,15,37.56508025,563.4762037,502.8645688,4
33,Pilates,personal training,11/23/2022,10,32.4288171,324.288171,305.8246615,11
33,Pilates,1:1 coaching,5/9/2023,5,33.10727616,165.5363808,165.5363808,5
34,Wellness Coaching,personal training,4/21/2023,10,36.8284148,368.284148,368.284148,4
34,Strength Training,personal training,5/28/2023,5,38.91199024,194.5599512,194.5599512,5
34,Wellness Coaching,1:1 coaching,6/7/2023,10,35.7255192,357.255192,357.255192,6
34,Stress Relief Meditation,personal training,5/4/2023,5,30.34266604,151.7133302,151.7133302,5
34,HIIT Workouts,1:1 coaching,4/16/2023,5,34.77641735,173.8820868,173.8820868,4
34,Mobility Drills,1:1 coaching,9/10/2022,10,27.33280159,273.3280159,273.3280159,9
34,HIIT Workouts,personal training,11/30/2022,5,38.61181137,193.0590568,193.0590568,11
34,HIIT Workouts,personal training,6/22/2023,15,45.47109718,682.0664577,682.0664577,6
34,Mobility Drills,personal training,12/13/2022,5,25.75325154,128.7662577,128.7662577,12
35,Wellness Coaching,personal training,6/6/2023,15,49.22219633,738.332945,738.332945,6
35,Strength Training,1:1 coaching,11/10/2022,5,22.06633242,110.3316621,100.8887886,11
35,Core Strengthening,personal training,5/26/2023,15,29.98867207,449.8300811,449.8300811,5
35,Pilates,1:1 coaching,5/29/2023,5,42.5044026,212.522013,212.522013,5
36,Core Strengthening,1:1 coaching,9/25/2022,10,44.73756144,447.3756144,447.3756144,9
36,Advanced Yoga,1:1 coaching,6/6/2023,15,31.07692796,466.1539194,466.1539194,6
36,Strength Training,personal training,12/24/2022,15,26.17707861,392.6561792,392.6561792,12
36,Wellness Coaching,personal training,11/9/2022,15,46.50191575,697.5287363,697.5287363,11
36,Wellness Coaching,personal training,3/27/2023,15,38.04551821,570.6827732,570.6827732,3
36,Advanced Yoga,personal training,4/5/2023,5,23.79721421,118.9860711,118.9860711,4
36,Cardio Blast,personal training,4/21/2023,15,35.72227481,535.8341222,444.4983726,4
38,Core Strengthening,personal training,1/15/2023,15,45.70503604,685.5755406,685.5755406,1
38,Strength Training,1:1 coaching,4/20/2023,10,28.73903754,287.3903754,287.3903754,4
38,Yoga Basics,1:1 coaching,8/14/2023,15,25.06467518,375.9701278,375.9701278,8
38,Wellness Coaching,personal training,11/13/2022,10,42.12289766,421.2289766,421.2289766,11
38,Advanced Yoga,1:1 coaching,4/4/2023,15,25.277256,379.15884,379.15884,4
38,Cardio Blast,1:1 coaching,8/15/2023,10,39.2237373,392.237373,392.237373,8
38,Stress Relief Meditation,1:1 coaching,11/26/2022,5,25.26935762,126.3467881,126.3467881,11
39,Wellness Coaching,personal training,6/24/2023,15,42.17690678,632.6536018,632.6536018,6
39,Wellness Coaching,1:1 coaching,5/1/2023,10,43.84527889,438.4527889,347.1998326,5
39,Cardio Blast,1:1 coaching,1/13/2023,15,30.51137904,457.6706856,420.5925853,1
40,HIIT Workouts,1:1 coaching,3/16/2023,5,28.99139603,144.9569801,144.9569801,3
41,Yoga Basics,personal training,5/25/2023,15,37.90112286,568.5168429,540.0910007,5
41,Cardio Blast,personal training,3/11/2023,15,41.71118118,625.6677177,594.3843318,3
41,Advanced Yoga,personal training,2/13/2023,5,42.94973733,214.7486867,204.0112523,2
41,Wellness Coaching,1:1 coaching,4/1/2023,5,49.06004217,245.3002108,233.0352003,4
42,Pilates,personal training,5/22/2023,10,42.35503015,423.5503015,330.9584577,5
43,Wellness Coaching,personal training,4/24/2023,5,30.87892525,154.3946262,154.3946262,4
43,Pilates,personal training,4/1/2023,10,43.26454575,432.6454575,432.6454575,4
43,Stress Relief Meditation,1:1 coaching,10/18/2022,5,33.8460543,169.2302715,169.2302715,10
43,Strength Training,1:1 coaching,6/10/2023,10,37.9106338,379.106338,379.106338,6
43,Stress Relief Meditation,1:1 coaching,12/17/2022,10,41.4751739,414.751739,414.751739,12
43,Pilates,1:1 coaching,5/13/2023,15,36.29725897,544.4588845,544.4588845,5
43,Stress Relief Meditation,1:1 coaching,10/16/2022,15,42.65089826,639.7634739,639.7634739,10
43,Yoga Basics,personal training,6/6/2023,10,36.6111656,366.111656,347.6770044,6
43,Mobility Drills,1:1 coaching,2/20/2023,10,24.6839568,246.839568,246.839568,2
43,Pilates,1:1 coaching,7/3/2023,10,32.98115474,329.8115474,329.8115474,7
43,Pilates,personal training,9/22/2022,5,31.78084622,158.9042311,158.9042311,9
43,Core Strengthening,1:1 coaching,4/8/2023,10,38.81223272,388.1223272,388.1223272,4
44,Mobility Drills,1:1 coaching,7/28/2023,5,36.25152063,181.2576031,169.7592021,7
44,Core Strengthening,personal training,2/27/2023,5,35.24341095,176.2170548,176.2170548,2
44,Cardio Blast,personal training,4/2/2023,10,36.67549171,366.7549171,366.7549171,4
44,Core Strengthening,personal training,12/25/2022,10,47.94746259,479.4746259,375.5510905,12
44,HIIT Workouts,personal training,2/2/2023,15,30.29656177,454.4484265,454.4484265,2
45,Mobility Drills,personal training,9/6/2022,5,25.83002255,129.1501128,109.8385393,9
45,Cardio Blast,personal training,2/25/2023,10,34.2218245,342.218245,342.218245,2
45,Stress Relief Meditation,personal training,11/22/2022,10,38.87036481,388.7036481,345.011639,11
45,Cardio Blast,personal training,7/15/2023,5,32.72890062,163.6445031,163.6445031,7
45,Strength Training,personal training,2/27/2023,10,24.27342552,242.7342552,242.7342552,2
45,Yoga Basics,1:1 coaching,5/18/2023,5,35.00447092,175.0223546,175.0223546,5
45,Mobility Drills,personal training,12/3/2022,5,35.05909581,175.295479,175.295479,12
46,Yoga Basics,1:1 coaching,11/27/2022,15,34.90523073,523.578461,523.578461,11
46,Wellness Coaching,personal training,10/16/2022,5,47.5600469,237.8002345,237.8002345,10
46,Yoga Basics,personal training,1/31/2023,10,33.59581667,335.9581667,335.9581667,1
46,Mobility Drills,personal training,6/19/2023,10,25.57914725,255.7914725,255.7914725,6
46,Yoga Basics,personal training,12/9/2022,5,39.76624046,198.8312023,198.8312023,12
46,Advanced Yoga,1:1 coaching,2/3/2023,15,23.25428501,348.8142752,348.8142752,2
46,Mobility Drills,personal training,9/21/2022,15,32.57534909,488.6302364,488.6302364,9
47,Cardio Blast,1:1 coaching,10/3/2022,15,45.93847579,689.0771369,654.62328,10
47,Pilates,1:1 coaching,7/14/2023,15,43.69232139,655.3848208,622.6155798,7
47,Mobility Drills,1:1 coaching,4/28/2023,10,43.99799984,439.9799984,368.1459584,4
47,Advanced Yoga,personal training,9/30/2022,15,38.81508172,582.2262258,553.1149146,9
47,Wellness Coaching,personal training,6/11/2023,5,33.88192222,169.4096111,160.9391305,6
47,Cardio Blast,personal training,12/5/2022,10,26.61479787,266.1479787,252.8405798,12
47,Pilates,1:1 coaching,9/1/2022,15,37.37222143,560.5833215,532.5541554,9
48,Wellness Coaching,personal training,10/9/2022,5,49.89048269,249.4524135,222.080645,10
48,HIIT Workouts,1:1 coaching,5/6/2023,15,43.01721841,645.2582762,536.691613,5
48,HIIT Workouts,1:1 coaching,4/1/2023,10,36.87684017,368.7684017,368.7684017,4
48,Strength Training,personal training,6/10/2023,10,24.08015342,240.8015342,193.5780636,6
48,Pilates,1:1 coaching,6/9/2023,10,38.81985652,388.1985652,388.1985652,6
48,Yoga Basics,personal training,6/7/2023,5,30.14669801,150.73349,150.73349,6
49,Yoga Basics,1:1 coaching,5/17/2023,15,41.67923378,625.1885067,625.1885067,5
49,Pilates,1:1 coaching,9/8/2022,10,41.74285771,417.4285771,417.4285771,9
49,Core Strengthening,1:1 coaching,9/17/2022,5,41.68669474,208.4334737,208.4334737,9
49,Cardio Blast,personal training,2/19/2023,10,26.79916923,267.9916923,267.9916923,2
49,Cardio Blast,1:1 coaching,9/28/2022,10,44.55611299,445.5611299,445.5611299,9
49,HIIT Workouts,personal training,6/22/2023,5,41.28688614,206.4344307,206.4344307,6
49,Stress Relief Meditation,personal training,1/3/2023,10,39.7785098,397.785098,361.6823125,1
49,Advanced Yoga,1:1 coaching,6/26/2023,15,33.34145051,500.1217577,500.1217577,6
49,Wellness Coaching,personal training,2/24/2023,15,40.56047915,608.4071873,608.4071873,2
50,Strength Training,personal training,1/31/2023,5,25.74178739,128.708937,122.2734901,1
50,Yoga Basics,1:1 coaching,4/29/2023,10,35.54042097,355.4042097,337.6339992,4
50,Stress Relief Meditation,1:1 coaching,5/27/2023,15,42.2838683,634.2580245,602.5451232,5
50,Yoga Basics,1:1 coaching,3/27/2023,5,34.51066705,172.5533352,163.9256685,3
50,Advanced Yoga,1:1 coaching,8/17/2023,15,33.53416883,503.0125324,477.8619058,8
50,Core Strengthening,personal training,3/13/2023,15,38.69933367,580.4900051,551.4655049,3
52,Core Strengthening,1:1 coaching,12/8/2022,15,33.79618784,506.9428176,506.9428176,12
52,Cardio Blast,1:1 coaching,1/9/2023,5,44.10839706,220.5419853,220.5419853,1
52,HIIT Workouts,personal training,3/4/2023,10,42.06360404,420.6360404,420.6360404,3
52,HIIT Workouts,personal training,4/20/2023,15,42.58227641,638.7341461,540.165917,4
52,HIIT Workouts,personal training,12/23/2022,15,39.42226319,591.3339479,591.3339479,12
52,Core Strengthening,personal training,6/21/2023,5,46.50023461,232.501173,232.501173,6
52,Stress Relief Meditation,1:1 coaching,8/27/2022,15,27.58732325,413.8098488,413.8098488,8
52,Wellness Coaching,1:1 coaching,6/22/2023,15,45.42254831,681.3382247,681.3382247,6
52,Wellness Coaching,personal training,4/7/2023,15,39.5033226,592.5498389,592.5498389,4
52,Mobility Drills,1:1 coaching,12/24/2022,5,37.12916941,185.645847,185.645847,12
52,Mobility Drills,1:1 coaching,3/9/2023,15,28.78731354,431.8097031,431.8097031,3
53,Stress Relief Meditation,1:1 coaching,3/5/2023,10,37.48628148,374.8628148,356.1196741,3
53,HIIT Workouts,1:1 coaching,5/6/2023,10,36.76403777,367.6403777,349.2583589,5
54,Stress Relief Meditation,personal training,8/21/2023,15,27.06310098,405.9465147,385.6491889,8
54,Wellness Coaching,personal training,7/30/2023,5,31.66329282,158.3164641,150.4006409,7
54,Wellness Coaching,personal training,2/25/2023,15,47.7566453,716.3496794,680.5321955,2
54,Strength Training,1:1 coaching,9/29/2022,10,22.08145835,220.8145835,209.7738543,9
54,Yoga Basics,1:1 coaching,12/15/2022,10,35.43151069,354.3151069,336.5993516,12
55,Mobility Drills,1:1 coaching,2/28/2023,10,32.95300097,329.5300097,313.0535092,2
55,Pilates,personal training,6/10/2023,5,42.99602156,214.9801078,204.2311024,6
55,Core Strengthening,1:1 coaching,12/17/2022,5,38.48456668,192.4228334,182.8016917,12
55,Cardio Blast,1:1 coaching,12/28/2022,10,35.89658159,358.9658159,341.0175251,12
55,Advanced Yoga,1:1 coaching,12/22/2022,15,27.81576118,417.2364178,396.3745969,12
55,Advanced Yoga,1:1 coaching,10/3/2022,10,26.19450884,261.9450884,248.847834,10
56,Core Strengthening,1:1 coaching,9/9/2022,15,35.33023845,529.9535767,425.6203785,9
